-240,-10
-240,-8
-241,-8
-241,-7
-241,-6
-241,-5
-240,-5
-240,-4
-239,-4
-239,-3
-239,-2
-240,-1
-241,-1
-242,-1
-243,-1
-244,-1
-245,-1
-246,-1
-247,-1
-248,-1
-249,-1
-250,-1
-251,-1
-252,-1
-253,-1
-254,-1
-254,0
-255,0
-256,0
-257,0
-258,0
-259,0
-260,0
-261,0
-262,0
-263,0
-264,0
-265,0
-266,0
-267,0
-268,0
-269,0
-270,0
-271,0
-272,0
-273,0
-274,0
-275,0
-276,0
-277,0
-278,0
-279,0
-280,0
-281,0
-282,0
-283,0
-284,0
-285,0
-286,0
-287,0
-288,0
-289,0
-290,0
-291,0
-292,0
-293,0
-294,0
-295,0
-296,0
-297,0
-298,0
-299,0
-300,0
-301,0
-302,0
-303,0
-304,0
-305,0
-306,0
-307,0
-308,0
-309,0
-310,0
-311,0
-312,0
-313,0
-314,0
-315,0
-316,0
-317,0
-318,0
-319,0
-320,0
-321,0
-322,0
-323,0
-324,0
-325,0
-326,0
-327,0
-328,0
-329,0
-330,0
-331,0
-332,0
-333,0
-334,0
-335,0
-336,0
-337,0
-338,0
-339,0
-340,0
-341,0
-342,0
-343,0
-344,0
-345,0
-346,0
-347,0
-348,0
-349,0
-350,0
-351,0
-352,0
-353,0
-354,0
-355,0
-356,0
-357,0
-358,0
-359,0
-360,0
-361,0
-362,0
-363,0
-364,0
-365,0
-366,0
-367,0
-368,0
-369,0
-370,0
-371,0
-372,0
-373,0
-374,0
-375,0
-376,0
-377,0
-378,0
-379,0
-380,0
-381,0
-382,0
-383,0
-384,0
-385,0
-386,0
-387,0
-388,0
-389,0
-390,0
-391,0
-392,0
-393,0
-394,0
-395,0
-395,1
-396,1
-396,2
-396,3
-397,3
-397,4
-397,5
-397,6
-396,6
-396,7
-396,8
-395,8
-395,9
-394,9
-393,9
-392,9
-392,10
-393,10
-393,11
-393,12
-393,13
-394,13
-394,14
-394,15
-394,16
-394,17
-395,17
-395,18
-395,19
-395,20
-395,21
-396,21
-396,22
-396,23
-396,24
-397,25
-397,26
-397,27
-397,28
-397,29
-398,29
-398,30
-398,31
-398,32
-398,33
-398,34
-398,35
-398,36
-399,36
-399,37
-399,38
-398,38
-398,39
-398,40
-398,41
-397,41
-397,42
-396,42
-395,42
-395,41
-394,41
-393,41
-392,41
-392,40
-391,40
-390,40
-389,40
-389,41
-388,41
-387,41
-386,41
-385,41
-384,41
-383,41
-382,41
-381,41
-380,42
-379,42
-379,43
-378,43
-377,43
-377,44
-376,44
-375,44
-374,44
-373,44
-372,44
-372,43
-371,43
-371,42
-370,42
-369,42
-368,42
-368,43
-367,43
-366,43
-365,43
-365,44
-364,44
-363,44
-363,45
-362,45
-361,45
-360,45
-359,45
-359,44
-358,44
-358,43
-357,43
-356,43
-355,43
-355,42
-354,42
-353,42
-352,42
-352,43
-351,43
-350,43
-349,43
-349,44
-348,44
-348,45
-347,45
-346,45
-345,46
-344,46
-343,46
-342,46
-341,46
-340,46
-339,46
-338,46
-337,46
-336,46
-335,46
-334,46
-333,46
-332,46
-331,46
-330,46
-329,46
-328,46
-327,46
-326,46
-325,46
-324,46
-323,46
-322,46
-321,46
-320,46
-320,47
-319,47
-318,47
-317,47
-316,47
-315,46
-314,46
-313,46
-312,46
-312,45
-311,45
-310,45
-309,45
-308,45
-307,45
-306,45
-305,45
-304,45
-303,45
-303,46
-302,46
-301,46
-300,46
-299,46
-298,46
-297,46
-296,45
-295,45
-294,45
-293,45
-292,45
-291,45
-290,45
-289,45
-288,45
-287,45
-286,45
-285,46
-284,46
-283,46
-283,47
-282,47
-281,47
-280,47
-279,47
-278,47
-277,47
-277,46
-276,46
-275,46
-274,46
-273,46
-272,46
-271,46
-270,46
-269,46
-268,46
-267,46
-267,45
-266,46
-265,46
-264,46
-263,46
-263,47
-262,47
-261,47
-261,48
-260,48
-259,48
-258,48
-257,49
-256,49
-256,50
-256,51
-255,51
-255,52
-254,52
-254,53
-253,53
-252,53
-251,53
-250,53
-250,52
-249,52
-248,52
-247,52
-246,53
-245,53
-244,53
-244,54
-243,54
-243,55
-242,55
-241,55
-241,56
-240,56
-239,56
-238,56
-238,55
-237,55
-236,55
-236,54
-235,54
-234,54
-233,54
-232,54
-231,54
-230,54
-229,54
-228,54
-227,54
-226,54
-225,54
-224,54
-223,54
-222,54
-222,55
-221,55
-220,55
-219,55
-218,55
-217,55
-216,55
-215,55
-214,55
-213,55
-212,55
-211,55
-211,54
-210,54
-210,53
-209,53
-209,52
-209,51
-208,51
-208,50
-208,49
-208,48
-208,47
-208,46
-208,45
-208,44
-208,43
-208,42
-208,41
-208,40
-208,39
-208,38
-208,37
-208,36
-208,35
-208,34
-208,33
-208,32
-207,32
-207,31
-206,31
-206,30
-206,29
-206,28
-206,27
-206,26
-206,25
-206,24
-207,24
-207,23
-207,22
-206,22
-206,21
-206,20
-206,19
-206,18
-206,17
-206,16
-206,15
-206,14
-206,13
-206,12
-207,12
-207,11
-207,10
